,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
1113,A4130,,150110,,H6.1,97.64,,IE,D10,,Greece,2020
1114,A4130,,150110,,H6.1,101.21,,IT,,R1,Greece,2020
1115,A4130,,150110,,H6.1,4.74,,IT,D10,,Greece,2020
1116,A4130,,150110,,H6.1,84.78,,LU,,R1,Greece,2020
1117,A4130,,150110,,H6.1,145.84,,LU,,R12,Greece,2020
1118,A4130,,150110,,H6.1,124.57,,LU,D15,,Greece,2020
1119,A4130,,150110,,H6.1,98.07,,NL,,R1,Greece,2020
1120,A4130,,150110,,H6.1,111.01,,NL,,R12,Greece,2020
1121,A4130,,150110,,H6.1,39.96,,NL,,R2,Greece,2020
1122,A4130,,150110,,H6.1,129.18,,NL,D10,,Greece,2020
1123,A4130,,150110,,H6.1,41.26,,NL,D9,,Greece,2020
1124,A4130,,150110,,H6.1,22.97,AT,IT,,R4,Greece,2020
1125,A4130,,150110,,H6.1,2.25,AT,IT,D10,,Greece,2020
1126,A4130,,150110,,H6.1,17.82,"ES,IT,PT,GB",GR,D10,,Greece,2020
1127,A4130,,150110,,H6.1,30.86,NL,IE,,R12,Greece,2020
1128,A4130,,150110,,H6.1,115.23,NL,IE,D10,,Greece,2020
1129,A4130,,150110,,H6.1,0.24,"SI,AT",HR,,R4,Greece,2020
1130,A4130,,150110,,H6.1,0.73,"TR,GB,BE,NL",GR,D10,,Greece,2020
1131,A4130,,150110,,H6.1,1.97,"TR,NL,GB,BE",GR,D10,,Greece,2020
1132,A4130,,150110,,H8,40.9,,NL,,R12,Greece,2020
1133,A4140,,20108,,H10,10.38,AT,IT,D10,,Greece,2020
1134,A4140,,60313,,H6.1,86.99,,FR,,R5,Greece,2020
1135,A4140,,60313,,H6.1,0.5,,IE,,R4,Greece,2020
1136,A4140,,60313,,H6.1,0.02,NL,IE,,R4,Greece,2020
1137,A4140,,60405,,H6.1,19.18,,BE,,R4,Greece,2020
1138,A4140,,60405,,H6.1,0.25,,BR,,R4,Greece,2020
1139,A4140,,60405,,H6.1,85.27,,IT,D10,,Greece,2020
1140,A4140,,60405,,H6.1,562.4,,NO,,R4,Greece,2020
1141,A4140,,60405,,H6.1,44.1,AT,IT,,R4,Greece,2020
1142,A4140,,70214,,H6.1,43.2,,BH,,R1,Greece,2020
1143,A4140,,150110,,H6.1,7.5,,IT,D10,,Greece,2020
1144,A4140,,150110,,H6.1,38.43,AT,IT,D10,,Greece,2020
1145,A4140,,160303,,H6.1,285.17,,CH,D12,,Greece,2020
1146,A4140,,160303,,H6.1,2.0,,CY,D10,,Greece,2020
1147,A4140,,160303,,H6.1,4.44,,FR,D12,,Greece,2020
1148,A4140,,160303,,H6.1,55.94,,GR,D10,,Greece,2020
1149,A4140,,160303,,H6.1,151.34,,IE,,R12,Greece,2020
1150,A4140,,160303,,H6.1,17.89,,IE,D10,,Greece,2020
1151,A4140,,160303,,H6.1,15.65,,IT,,R4,Greece,2020
1152,A4140,,160303,,H6.1,58.32,,IT,D10,,Greece,2020
1153,A4140,,160303,,H6.1,0.97,,LU,,R12,Greece,2020
1154,A4140,,160303,,H6.1,1.0,,NL,,R13,Greece,2020
1155,A4140,,160303,,H6.1,13.2,AT,IT,D10,,Greece,2020
1156,A4140,,160303,,H6.1,85.31,"ES,IT,PT,GB",GR,D10,,Greece,2020
1157,A4140,,160303,,H6.1,4.62,"GB,ES,IT",CY,D10,,Greece,2020
1158,A4140,,160303,,H6.1,479.22,NL,IE,,R12,Greece,2020
1159,A4140,,160303,,H6.1,38.69,NL,IE,D10,,Greece,2020
1160,A4140,,160305,,H6.1,101.89,,BE,,R4,Greece,2020
1161,A4140,,160305,,H6.1,64.47,,FR,D10,,Greece,2020
1162,A4140,,160305,,H6.1,95.09,,GR,D10,,Greece,2020
1163,A4140,,160305,,H6.1,27.29,,HR,D10,,Greece,2020
1164,A4140,,160305,,H6.1,213.08,,IE,,R12,Greece,2020
1165,A4140,,160305,,H6.1,286.68,,IE,D10,,Greece,2020
1166,A4140,,160305,,H6.1,11.33,,IT,D10,,Greece,2020
1167,A4140,,160305,,H6.1,43.98,,LU,,R12,Greece,2020
1168,A4140,,160305,,H6.1,140.68,,NL,,R1,Greece,2020
1169,A4140,,160305,,H6.1,527.22,,NL,,R12,Greece,2020
1170,A4140,,160305,,H6.1,195.55,,NL,D10,,Greece,2020
1171,A4140,,160305,,H6.1,148.68,,NL,D9,,Greece,2020
1172,A4140,,160305,,H6.1,101.07,"BG,HU,SK,CZ,RO",GR,D10,,Greece,2020
1173,A4140,,160305,,H6.1,631.14,NL,IE,,R12,Greece,2020
1174,A4140,,160305,,H6.1,75.84,NL,IE,D10,,Greece,2020
1175,A4140,,160506,,H6.1,18.93,,AT,,R12,Greece,2020
1176,A4140,,160506,,H6.1,35.11,,AT,D10,,Greece,2020
1177,A4140,,160506,,H6.1,164.08,,BE,D10,,Greece,2020
1178,A4140,,160506,,H6.1,13.93,,CH,,R12,Greece,2020
1179,A4140,,160506,,H6.1,37.01,,CH,D10,,Greece,2020
1180,A4140,,160506,,H6.1,2.22,,CY,D10,,Greece,2020
1181,A4140,,160506,,H6.1,7.02,,DK,,R12,Greece,2020
1182,A4140,,160506,,H6.1,13.7,,FR,,R12,Greece,2020
1183,A4140,,160506,,H6.1,193.95,,FR,D10,,Greece,2020
1184,A4140,,160506,,H6.1,52.92,,GB,,R12,Greece,2020
1185,A4140,,160506,,H6.1,126.41,,GR,D10,,Greece,2020
1186,A4140,,160506,,H6.1,17.59,,IE,D10,,Greece,2020
1187,A4140,,160506,,H6.1,9.3,,IL,D10,,Greece,2020
1188,A4140,,160506,,H6.1,330.55,,IT,D10,,Greece,2020
1189,A4140,,160506,,H6.1,38.22,,LU,,R12,Greece,2020
1190,A4140,,160506,,H6.1,20.6,,LU,D10,,Greece,2020
1191,A4140,,160506,,H6.1,22.38,,NL,,R12,Greece,2020
1192,A4140,,160506,,H6.1,338.64,,NL,D10,,Greece,2020
1193,A4140,,160506,,H6.1,9.98,,PL,,R12,Greece,2020
1194,A4140,,160506,,H6.1,56.17,,SE,D10,,Greece,2020
1195,A4140,,160506,,H6.1,80.52,AT,IT,D10,,Greece,2020
1196,A4140,,160506,,H6.1,24.96,BE,FR,,R12,Greece,2020
1197,A4140,,160506,,H6.1,17.83,BE,FR,D10,,Greece,2020
1198,A4140,,160506,,H6.1,11.62,BE,IE,D10,,Greece,2020
1199,A4140,,160506,,H6.1,34.12,CH,IT,,R12,Greece,2020
1200,A4140,,160506,,H6.1,26.18,CH,IT,D10,,Greece,2020
1201,A4140,,160506,,H6.1,8.27,DK,SE,,R12,Greece,2020
1202,A4140,,160506,,H6.1,7.89,"ES,GB,NL",IL,D10,,Greece,2020
1203,A4140,,160506,,H6.1,110.69,"ES,IT,PT,GB",GR,D10,,Greece,2020
1204,A4140,,160506,,H6.1,17.16,"FR,BE",ES,D10,,Greece,2020
1205,A4140,,160506,,H6.1,18.59,"FR,LU",ES,,R12,Greece,2020
1206,A4140,,160506,,H6.1,7.8,"IL,IT,ES",CY,D10,,Greece,2020
1207,A4140,,160506,,H6.1,7.81,NL,BE,,R12,Greece,2020
1208,A4140,,160506,,H6.1,534.18,NL,IE,,R12,Greece,2020
1209,A4140,,160506,,H6.1,5.32,NL,IE,D10,,Greece,2020
1210,A4140,,160507,,H6.1,2.02,,AT,,R4,Greece,2020
1211,A4140,,160507,,H6.1,0.85,,AT,D10,,Greece,2020
1212,A4140,,160507,,H6.1,9.2,,CH,,R4,Greece,2020
1213,A4140,,160507,,H6.1,45.74,,CH,D10,,Greece,2020
1214,A4140,,160507,,H6.1,101.34,,CH,D12,,Greece,2020
1215,A4140,,160507,,H6.1,95.98,,ES,D10,,Greece,2020
1216,A4140,,160507,,H6.1,11.8,,FR,D10,,Greece,2020
1217,A4140,,160507,,H6.1,2.56,,IE,D10,,Greece,2020
1218,A4140,,160507,,H6.1,1.36,,NL,,R4,Greece,2020
1219,A4140,,160507,,H6.1,340.49,,NL,D10,,Greece,2020
1220,A4140,,160507,,H6.1,25.64,,NL,D12,,Greece,2020
1221,A4140,,160507,,H6.1,0.17,BE,FR,D10,,Greece,2020
1222,A4140,,160507,,H6.1,13.71,NL,IE,D10,,Greece,2020
1223,A4140,,160507,,H6.1,8.32,"TR,GB,BE,NL",GR,D10,,Greece,2020
1224,A4140,,160508,,H6.1,602.94,,CH,D10,,Greece,2020
1225,A4140,,160508,,H6.1,20.45,,DK,D10,,Greece,2020
1226,A4140,,160508,,H6.1,63.13,,FR,D10,,Greece,2020
1227,A4140,,160508,,H6.1,12.75,,GR,D10,,Greece,2020
1228,A4140,,160508,,H6.1,11.82,,HR,D10,,Greece,2020
1229,A4140,,160508,,H6.1,25.94,,IE,D10,,Greece,2020
1230,A4140,,160508,,H6.1,261.73,,NL,,R12,Greece,2020
1231,A4140,,160508,,H6.1,330.05,,NL,D10,,Greece,2020
1232,A4140,,160508,,H6.1,0.33,BE,FR,D10,,Greece,2020
1233,A4140,,160508,,H6.1,197.24,NL,BE,D10,,Greece,2020
1234,A4140,,160508,,H6.1,4.06,NL,IE,,R12,Greece,2020
1235,A4140,,160508,,H6.1,5.89,NL,IE,D10,,Greece,2020
1236,A4140,,160901,,H5.1,0.98,,CH,D10,,Greece,2020
1237,A4140,,160901,,H5.1,1.17,,IE,D10,,Greece,2020
1238,A4140,,160901,,H5.1,0.57,BE,FR,D10,,Greece,2020
1239,A4140,,160902,,H5.1,0.15,,FR,D10,,Greece,2020
1240,A4140,,160903,,H5.1,14.71,,DK,D10,,Greece,2020
1241,A4140,,160903,,H5.1,0.8,,IE,D10,,Greece,2020
1242,A4140,,160904,,H5.1,6.03,,NL,D10,,Greece,2020
1243,A4140,,160904,,H5.1,7.94,,SE,D12,,Greece,2020
1244,A4160,Y2,70509,,H12,199.23,,ES,,R5,Greece,2020
1245,A4160,Y18,190110,,H12,337.54,,CH,D12,,Greece,2020
1246,A4160,,61302,,H12,129.16,,CH,,R7,Greece,2020
1247,A4160,,61302,,H12,21.87,,IE,,R12,Greece,2020
1248,A4160,,61302,,H12,4.54,,SE,D10,,Greece,2020
1249,A4160,,61302,,H12,23.78,"ES,GB,BE,NL",IL,,R1,Greece,2020
1250,A4160,,70709,,H12,18.46,,SE,,R7,Greece,2020
1251,A4160,,70710,,H12,76.62,,CH,D13,,Greece,2020
1252,,Y6,70109,,H6.1,128.5,,CH,D10,,Greece,2020
1253,,Y6,70110,,H6.1,173.92,,IL,D10,,Greece,2020
1254,,Y6,70110,,H6.1,811.04,"GB,ES,NL",IL,,R1,Greece,2020
1255,,Y6,70701,,H12,516.11,,CH,D10,,Greece,2020
1256,,Y6,70701,,H12,21.8,,NL,D10,,Greece,2020
1257,,Y6,140604,Sludges from industrial processes,H12,18.0,,IT,,R2,Greece,2020
1258,,Y6,140604,Sludges from industrial processes,H12,141.9,AT,IT,,R2,Greece,2020
1259,,Y6,140605,Sludges from industrial processes,H12,0.24,,AT,,R4,Greece,2020
1260,,Y6,140605,Sludges from industrial processes,H12,13.19,AT,SI,D10,,Greece,2020
1261,,Y6,160113,Brake fluids,H12,246.78,,BE,,R12,Greece,2020
1262,,Y6,160113,Brake fluids,H12,235.46,,CH,,R12,Greece,2020
1263,,Y6,160113,Brake fluids,H12,267.86,,CH,,R3,Greece,2020
1264,,Y6,160113,Brake fluids,H12,108.74,,DK,,R3,Greece,2020
1265,,Y6,160113,Brake fluids,H12,43.23,,LU,,R12,Greece,2020
1266,,Y6,160113,Brake fluids,H12,1.42,,LU,,R13,Greece,2020
1267,,Y6,160113,Brake fluids,H12,0.7,,LU,,R2,Greece,2020
1268,,Y6,160113,Brake fluids,H12,195.52,,NL,,R12,Greece,2020
1269,,Y6,160113,Brake fluids,H12,257.76,,NL,,R3,Greece,2020
1270,,Y6,160114,Cooling liquids,H12,149.18,,BE,,R2,Greece,2020
1271,,Y6,160114,Cooling liquids,H12,322.0,,CH,,R12,Greece,2020
1272,,Y6,160114,Cooling liquids,H12,16.49,,GR,D10,,Greece,2020
1273,,Y6,160114,Cooling liquids,H12,25.98,,IE,,R3,Greece,2020
1274,,Y6,160114,Cooling liquids,H12,196.07,,LU,,R12,Greece,2020
1275,,Y6,160114,Cooling liquids,H12,16.4,,LU,,R2,Greece,2020
1276,,Y6,160114,Cooling liquids,H12,100.72,,NL,,R2,Greece,2020
1277,,Y6,160114,Cooling liquids,H12,1501.62,,NL,,R3,Greece,2020
1278,,Y6,160114,Cooling liquids,H12,846.43,,SE,,R2,Greece,2020
1279,,Y6,161001,,H12,508.84,,IT,D10,,Greece,2020
1280,,Y6,161001,,H12,1105.96,,NL,D10,,Greece,2020
1281,,Y6,161001,,H12,195.69,AT,IT,D10,,Greece,2020
1282,,Y6,161001,,H12,2699.0,CH,IT,D10,,Greece,2020
1283,,Y13,70201,,H12,672.97,,NL,D10,,Greece,2020
1284,,Y16,90101,Photochemicals,H12,25.19,,CH,,R4,Greece,2020
1285,,Y16,90101,Photochemicals,H12,14.2,,CH,,R5,Greece,2020
1286,,Y16,90101,Photochemicals,H12,20.67,,GR,D10,,Greece,2020
1287,,Y16,90101,Photochemicals,H12,226.49,,NL,D10,,Greece,2020
1288,,Y16,90101,Photochemicals,H12,49.43,"GB,IT,ES",GR,D10,,Greece,2020
1289,,Y16,90101,Photochemicals,H12,20.66,NL,IE,,R12,Greece,2020
1290,,Y16,90102,Photochemicals,H12,107.22,,BE,D10,,Greece,2020
1291,,Y16,90102,Photochemicals,H12,21.28,,CH,D10,,Greece,2020
1292,,Y16,90102,Photochemicals,H12,1.59,,LU,D15,,Greece,2020
1293,,Y16,90104,Photochemicals,H12,91.51,,AT,,R4,Greece,2020
1294,,Y16,90104,Photochemicals,H12,39.42,,BE,,R4,Greece,2020
1295,,Y16,90104,Photochemicals,H12,32.68,,CH,,R4,Greece,2020
1296,,Y16,90104,Photochemicals,H12,262.27,,NL,,R4,Greece,2020
1297,,Y16,90104,Photochemicals,H12,6.49,,SE,,R4,Greece,2020
1298,,Y16,90105,Photochemicals,H12,39.86,,SE,,R4,Greece,2020
1299,,Y16,190204,Photochemicals,H6.1,441.38,,BE,,R5,Greece,2020
1300,,Y16,190204,Photochemicals,H6.1,191.9,,FR,,R5,Greece,2020
1301,,Y16,190204,Photochemicals,H6.1,644.78,,FR,,R7,Greece,2020
1302,,Y16,200117,Photochemicals,H12,1.34,,LU,D10,,Greece,2020
1303,,Y17,110111,,H12,1357.58,,BE,,R5,Greece,2020
1304,,Y17,110111,,H12,42.42,,FR,,R5,Greece,2020
1305,,Y17,110111,,H12,97.12,,FR,,R7,Greece,2020
1306,,Y17,110111,,H12,35.35,,FR,D13,,Greece,2020
1307,,Y17,110111,,H12,76.2,,FR,D9,,Greece,2020
1308,,Y17,110111,,H12,219.1,,NL,,R4,Greece,2020
1309,,Y17,110111,,H12,817.68,,NL,,R5,Greece,2020
1310,,Y17,110111,,H12,174.16,NL,BE,,R5,Greece,2020
1311,,Y17,110198,,H6.1,0.05,,AT,,R4,Greece,2020
1312,,Y17,110198,,H6.1,1.81,,CH,,R4,Greece,2020
1313,,Y17,110198,,H6.1,541.79,,NL,,R5,Greece,2020
1314,,Y17,110198,,H6.1,23.36,,SI,,R5,Greece,2020
1315,,Y17,110302,Tempering chemicals,H5.1,44.38,,AT,D12,,Greece,2020
1316,,Y17,110302,Tempering chemicals,H5.1,0.9,,CH,,R4,Greece,2020
1317,,Y17,110302,Tempering chemicals,H5.1,1.52,,CH,D12,,Greece,2020
1318,,Y17,110302,Tempering chemicals,H5.1,55.45,,FR,D12,,Greece,2020
1319,,Y17,110302,Tempering chemicals,H5.1,6.38,,NL,D12,,Greece,2020
1320,,Y17,110302,Tempering chemicals,H5.1,19.57,AT,IT,,R4,Greece,2020
1321,,Y17,120103,,H4.1,32.07,,CH,,R4,Greece,2020
1322,,Y17,120114,Sludges from industrial processes,H12,176.91,,AT,,R4,Greece,2020
1323,,Y17,120114,Sludges from industrial processes,H12,8.82,,FR,,R4,Greece,2020
1324,,Y17,120114,Sludges from industrial processes,H12,62.57,,GB,,R4,Greece,2020
1325,,Y17,120114,Sludges from industrial processes,H12,1.05,,IE,D10,,Greece,2020
1326,,Y17,120114,Sludges from industrial processes,H12,131.38,AT,IT,,R4,Greece,2020
1327,,Y17,120114,Sludges from industrial processes,H12,441.12,"FR,BE,NL",GB,,R4,Greece,2020
1328,,Y17,120114,Sludges from industrial processes,H12,10.63,"HU,SK,CZ",RO,,R4,Greece,2020
1329,,Y17,120114,Sludges from industrial processes,H12,30.81,"IT,ES,GB,NL",IL,,R4,Greece,2020
1330,,Y17,120116,Waste blasting material,H12,409.75,,CH,D10,,Greece,2020
1331,,Y17,120116,Waste blasting material,H12,556.41,,CH,D12,,Greece,2020
1332,,Y17,120116,Waste blasting material,H12,2.69,,CZ,,R4,Greece,2020
1333,,Y17,120116,Waste blasting material,H12,40.03,,IE,D9,,Greece,2020
1334,,Y17,120116,Waste blasting material,H12,809.14,,LU,D1,,Greece,2020
1335,,Y17,120116,Waste blasting material,H12,4.3,,LU,D15,,Greece,2020
1336,,Y17,120116,Waste blasting material,H12,2.04,AT,IT,,R4,Greece,2020
1337,,Y17,120116,Waste blasting material,H12,40.58,NL,IE,,R12,Greece,2020
1338,,Y17,120118,Sludges from industrial processes,H12,26.84,,DK,D10,,Greece,2020
1339,,Y17,120118,Sludges from industrial processes,H12,120.83,,ES,,R4,Greece,2020
1340,,Y17,120118,Sludges from industrial processes,H12,109.22,,FR,,R4,Greece,2020
1341,,Y17,120118,Sludges from industrial processes,H12,90.0,,IL,,R4,Greece,2020
1342,,Y17,120118,Sludges from industrial processes,H12,425.89,,IT,,R4,Greece,2020
1343,,Y17,120118,Sludges from industrial processes,H12,6.52,,NL,D9,,Greece,2020
1344,,Y17,120118,Sludges from industrial processes,H12,19.78,CZ,SK,,R4,Greece,2020
1345,,Y18,50109,Industrial sewage sludge,H12,21.61,,IE,D10,,Greece,2020
1346,,Y18,50109,Industrial sewage sludge,H12,1088.74,,IT,,R4,Greece,2020
1347,,Y18,50109,Industrial sewage sludge,H12,244.78,,NL,D10,,Greece,2020
1348,,Y18,50109,Industrial sewage sludge,H12,319.61,AT,IT,,R4,Greece,2020
1349,,Y18,60502,Industrial sewage sludge,H12,112.03,,DK,,R4,Greece,2020
1350,,Y18,60502,Industrial sewage sludge,H12,3.85,,FR,,R4,Greece,2020
1351,,Y18,60502,Industrial sewage sludge,H12,3409.04,,GB,,R5,Greece,2020
1352,,Y18,60502,Industrial sewage sludge,H12,6.4,,IT,,R4,Greece,2020
1353,,Y18,60502,Industrial sewage sludge,H12,267.24,,IT,D1,,Greece,2020
1354,,Y18,60502,Industrial sewage sludge,H12,24.13,,IT,D10,,Greece,2020
1355,,Y18,60502,Industrial sewage sludge,H12,1571.62,AT,IT,D1,,Greece,2020
1356,,Y18,60502,Industrial sewage sludge,H12,12.31,AT,IT,D10,,Greece,2020
1357,,Y18,60502,Industrial sewage sludge,H12,4554.31,"FR,BE,NL",GB,,R5,Greece,2020
1358,,Y18,60502,Industrial sewage sludge,H12,1355.84,LU,FR,,R4,Greece,2020
1359,,Y18,70111,Industrial sewage sludge,H12,924.21,,FR,D10,,Greece,2020
1360,,Y18,70111,Industrial sewage sludge,H12,6178.23,,NL,D10,,Greece,2020
1361,,Y18,70111,Industrial sewage sludge,H12,1295.7,AT,IT,D10,,Greece,2020
1362,,Y18,100114,Ashes and slags from coincineration of waste,H11,2510.49,,FR,,R12,Greece,2020
1363,,Y18,100114,Ashes and slags from coincineration of waste,H12,1579.35,,FR,,R12,Greece,2020
1364,,Y18,100308,Aluminium salt slag,H10,18499.54,,AT,,R5,Greece,2020
1365,,Y18,100308,Aluminium salt slag,H10,9126.8,,CZ,,R5,Greece,2020
1366,,Y18,100308,Aluminium salt slag,H10,4715.32,,FI,,R5,Greece,2020
1367,,Y18,100308,Aluminium salt slag,H10,121.7,,FR,,R5,Greece,2020
1368,,Y18,100308,Aluminium salt slag,H10,320.73,,GB,,R5,Greece,2020
1369,,Y18,100308,Aluminium salt slag,H10,8209.47,,HU,,R5,Greece,2020
1370,,Y18,100308,Aluminium salt slag,H10,3075.98,,IS,,R5,Greece,2020
1371,,Y18,100308,Aluminium salt slag,H10,5705.39,,IT,,R5,Greece,2020
1372,,Y18,100308,Aluminium salt slag,H10,10137.95,,NL,,R12,Greece,2020
1373,,Y18,100308,Aluminium salt slag,H10,132.34,,NO,,R5,Greece,2020
1374,,Y18,100308,Aluminium salt slag,H10,15928.79,,PL,,R5,Greece,2020
1375,,Y18,100308,Aluminium salt slag,H10,237.08,,RO,,R5,Greece,2020
1376,,Y18,100308,Aluminium salt slag,H10,13303.77,,SE,,R5,Greece,2020
1377,,Y18,100308,Aluminium salt slag,H10,3003.79,AT,IT,,R5,Greece,2020
1378,,Y18,100808,Salt slag,H4.3,111.38,,AT,,R4,Greece,2020
1379,,Y18,100808,Salt slag,H4.3,192.0,,AT,,R5,Greece,2020
1380,,Y18,100808,Salt slag,H4.3,41.97,,BE,,R4,Greece,2020
1381,,Y18,101119,,H6.1,8.18,,IE,,R12,Greece,2020
1382,,Y18,160709,,H6.1,5.26,,IT,D10,,Greece,2020
1383,,Y18,160709,,H6.1,128.1,,LU,D9,,Greece,2020
1384,,Y18,160709,,H6.1,117.86,,NL,,R12,Greece,2020
1385,,Y18,190115,Ashes from waste incineration,H11,1729.44,,CH,,R12,Greece,2020
1386,,Y18,190115,Ashes from waste incineration,H11,87.62,,CH,D14,,Greece,2020
1387,,Y18,190115,Ashes from waste incineration,H11,1341.54,,FR,,R5,Greece,2020
1388,,Y18,190115,Ashes from waste incineration,H11,5113.6,,IT,,R5,Greece,2020
1389,,Y18,190115,Ashes from waste incineration,H11,599.74,,IT,D1,,Greece,2020
1390,,Y18,190115,Ashes from waste incineration,H11,1950.06,AT,IT,D1,,Greece,2020
1391,,Y18,190115,Ashes from waste incineration,H11,1758.22,CH,IT,,R5,Greece,2020
1392,,Y18,190117,Residues from pyrolysis of waste,H12,7613.79,,NL,D10,,Greece,2020
1393,,Y18,190204,Mixed hazardous waste,H6.1,76.9,,AT,,R3,Greece,2020
1394,,Y18,190204,Mixed hazardous waste,H6.1,120.86,,AT,D10,,Greece,2020
1395,,Y18,190204,Mixed hazardous waste,H6.1,261.62,,BE,D10,,Greece,2020
1396,,Y18,190204,Mixed hazardous waste,H6.1,1194.6,,CH,D10,,Greece,2020
1397,,Y18,190204,Mixed hazardous waste,H6.1,515.47,,IT,,R1,Greece,2020
1398,,Y18,190204,Mixed hazardous waste,H6.1,3837.54,,IT,D1,,Greece,2020
1399,,Y18,190204,Mixed hazardous waste,H6.1,10028.67,,IT,D10,,Greece,2020
1400,,Y18,190204,Mixed hazardous waste,H6.1,1103.4,,IT,D15,,Greece,2020
1401,,Y18,190204,Mixed hazardous waste,H6.1,134.58,,IT,D9,,Greece,2020
1402,,Y18,190204,Mixed hazardous waste,H6.1,10730.12,,NL,D10,,Greece,2020
1403,,Y18,190204,Mixed hazardous waste,H6.1,1922.51,,SI,D10,,Greece,2020
1404,,Y18,190204,Mixed hazardous waste,H6.1,14773.03,AT,IT,D10,,Greece,2020
1405,,Y18,190204,Mixed hazardous waste,H6.1,1175.82,AT,SI,D10,,Greece,2020
1406,,Y18,190204,Mixed hazardous waste,H6.1,3460.25,CH,IT,D1,,Greece,2020
1407,,Y18,190204,Mixed hazardous waste,H6.1,15084.27,CH,IT,D10,,Greece,2020
1408,,Y18,190204,Mixed hazardous waste,H6.1,1434.69,CH,IT,D13,,Greece,2020
1409,,Y18,190204,Mixed hazardous waste,H6.1,308.34,NL,BE,D10,,Greece,2020
1410,,Y18,190204,Mixed hazardous waste,H6.1,144.22,"SI,AT",HR,D10,,Greece,2020
1411,,Y18,190204,Mixed hazardous waste,H6.1,104.76,"SK,AT",HR,D10,,Greece,2020
1412,,Y18,190209,Mixed hazardous waste,H6.1,224.81,,AT,,R1,Greece,2020
1413,,Y18,190209,Mixed hazardous waste,H6.1,22.37,,SI,,R1,Greece,2020
1414,,Y18,190209,Mixed hazardous waste,H6.1,15.79,NL,IE,,R12,Greece,2020
1415,,Y18,190211,Mixed hazardous waste,H6.1,3934.35,,AT,D10,,Greece,2020
1416,,Y18,190211,Mixed hazardous waste,H6.1,7.87,,CH,D12,,Greece,2020
1417,,Y18,190211,Mixed hazardous waste,H6.1,609.98,,IT,D10,,Greece,2020
1418,,Y18,190211,Mixed hazardous waste,H6.1,184.48,,NL,D10,,Greece,2020
1419,,Y18,190211,Mixed hazardous waste,H6.1,58.1,AT,IT,D10,,Greece,2020
1420,,Y18,190211,Mixed hazardous waste,H6.1,54.96,CH,IT,D10,,Greece,2020
1421,,Y18,190211,Mixed hazardous waste,H6.1,23.32,"RO,HU,CZ,SK",BG,D10,,Greece,2020
1422,,Y18,190304,Mixed hazardous waste,H6.1,7263.18,,IT,,R5,Greece,2020
1423,,Y18,190304,Mixed hazardous waste,H6.1,2900.83,,IT,D10,,Greece,2020
1424,,Y18,190304,Mixed hazardous waste,H6.1,6324.97,AT,IT,D10,,Greece,2020
1425,,Y18,190304,Mixed hazardous waste,H6.1,4329.26,CH,IT,,R5,Greece,2020
1426,,Y18,190304,Mixed hazardous waste,H6.1,1747.3,CH,IT,D1,,Greece,2020
1427,,Y18,190306,Mixed hazardous waste,H6.1,765.75,,IT,,R12,Greece,2020
1428,,Y18,190306,Mixed hazardous waste,H6.1,1402.24,,IT,,R5,Greece,2020
1429,,Y18,190306,Mixed hazardous waste,H6.1,84.17,,IT,D10,,Greece,2020
1430,,Y18,190806,,H12,1.22,,NL,D12,,Greece,2020
1431,,Y18,190813,Industrial sewage sludge,H12,696.33,,AT,,R4,Greece,2020
1432,,Y18,190813,Industrial sewage sludge,H12,908.91,,BE,D10,,Greece,2020
1433,,Y18,190813,Industrial sewage sludge,H12,152.77,,CH,D12,,Greece,2020
1434,,Y18,190813,Industrial sewage sludge,H12,8.54,,CZ,,R4,Greece,2020
1435,,Y18,190813,Industrial sewage sludge,H12,121.94,,IT,D10,,Greece,2020
1436,,Y18,190813,Industrial sewage sludge,H12,297.16,,NL,D10,,Greece,2020
1437,,Y18,190813,Industrial sewage sludge,H12,47.41,,CN,,R4,Greece,2020
1438,,Y18,190813,Industrial sewage sludge,H12,137.81,AT,IT,,R4,Greece,2020
1439,,Y18,190813,Industrial sewage sludge,H12,2.36,NL,IE,D10,,Greece,2020
1440,,Y18,191005,Shredder residues,H12,1748.12,,DK,,R12,Greece,2020
1441,,Y18,191211,Residues from mechanical treatent of waste,H6.1,210.8,,IT,,R1,Greece,2020
1442,,Y18,191211,Residues from mechanical treatment of waste,H4.1,763.05,,BE,,R1,Greece,2020
1443,,Y18,191211,Residues from mechanical treatment of waste,H4.1,474.34,BE,FR,,R1,Greece,2020
1444,,Y18,191211,Residues from mechanical treatment of waste,H6.1,620.18,,AT,D10,,Greece,2020
1445,,Y18,191211,Residues from mechanical treatment of waste,H6.1,2078.77,,BE,,R1,Greece,2020
1446,,Y18,191211,Residues from mechanical treatment of waste,H6.1,140.58,,BE,,R12,Greece,2020
1447,,Y18,191211,Residues from mechanical treatment of waste,H6.1,25.83,,CH,D9,,Greece,2020
1448,,Y18,191211,Residues from mechanical treatment of waste,H6.1,108.11,,DK,,R5,Greece,2020
1449,,Y18,191211,Residues from mechanical treatment of waste,H6.1,275.46,,FI,D10,,Greece,2020
1450,,Y18,191211,Residues from mechanical treatment of waste,H6.1,2199.07,,FR,,R1,Greece,2020
1451,,Y18,191211,Residues from mechanical treatment of waste,H6.1,2986.09,,FR,D10,,Greece,2020
